resolution_key,entry,form,pdf_page,style,previous_line_id,next_line_id,left_fragment,right_fragment,printed,joined_candidate,hyphenated_candidate,previous_line_text,next_line_text,llm_suggestion,llm_resolved_text,llm_confidence,approved_resolution,review_status,notes
p0135-l0141|p0135-l0142|kebelum|adaan,belum,belum,135,bold_italic,p0135-l0141,p0135-l0142,kebelum,adaan,kebelum- adaan,kebelumadaan,kebelum-adaan,erti ini – ada duanya. This is s.t. new/unheard of. kebelum-,adaan unavailability as of yet. – apa-apa … sudah … nothing’s ,preserve_hyphen,kebelum-adaan,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0138-l0099|p0138-l0100|heir|apparent,bendahara,bendahara,138,roman,p0138-l0099,p0138-l0100,heir,apparent,heir- apparent,heirapparent,heir-apparent,"very exalted Malay State official, usu ranking next to the heir-","apparent in old time Malay, in effect, the Prime Minister. 4 ",preserve_hyphen,heir-apparent,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0140-l0050|p0140-l0051|news|item,béngkok,béngkok,140,roman,p0140-l0050,p0140-l0051,news,item,news- item,newsitem,news-item,"béngkok 1 bent, crooked (of lines/conduct), garbled (of a news-",item). pikiran – dishonest. berpikir yang – twisted way of think,preserve_hyphen,news-item,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0144-l0014|p0144-l0015|uncalled|for,berani,berani-berani,144,roman,p0144-l0014,p0144-l0015,uncalled,for,uncalled- for,uncalledfor,uncalled-for,"	 berani-berani unmotivated/groundless courage, courage uncalled-","for, have the nerve to. Ia ~nya mencantum S.H. di belakang na",remove_hyphen,uncalledfor,low,remove_hyphen,approved,LLM draft: same-style italic/small-cap text at a column wrap is more likely a split word or name; review this row. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p0144-l0084|p0144-l0085|saffron|colored,beras,beras,144,roman,p0144-l0084,p0144-l0085,saffron,colored,saffron- colored,saffroncolored,saffron-colored,"powdered raw rice and medicinal roots for massaging, saffron-",colored rice. – kepala prime quality rice. – ketan glutinous rice. – ,preserve_hyphen,saffron-colored,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0147-l0014|p0147-l0015|memberita|acarakan,berita,berita,147,bold_italic,p0147-l0014,p0147-l0015,memberita,acarakan,memberita- acarakan,memberitaacarakan,memberita-acarakan,"b) notification. c) official report, deposition. memberita-","acarakan to issue (an official report, etc.). – acara pemeriksaan ",preserve_hyphen,memberita-acarakan,low,preserve_hyphen,approved,LLM draft: bold headword morphology may intentionally retain a hard hyphen; review this row. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p0149-l0102|p0149-l0103|ketidak|besaran,besar,besar,149,bold_italic,p0149-l0102,p0149-l0103,ketidak,besaran,ketidak- besaran,ketidakbesaran,ketidak-besaran,pada tiang to live beyond one’s means. tidak – not big. ketidak-,"besaran unimportance. – akal (cla) smart. – bangkai tall, robust, ",preserve_hyphen,ketidak-besaran,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0150-l0035|p0150-l0036|hindu|jawa,besar,kebesaran,150,italic,p0150-l0035,p0150-l0036,Hindu,Jawa,Hindu- Jawa,HinduJawa,Hindu-Jawa,"	 kebesaran 1 greatness, grandeur, magnitude. ~ kerajaan Hindu-",Jawa Majapahit the grandeur of the Majapahit Hindu-Javanese ,preserve_hyphen,Hindu-Jawa,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0150-l0111|p0150-l0112|high|closed,beskap,beskap,150,roman,p0150-l0111,p0150-l0112,high,closed,high- closed,highclosed,high-closed,beskap (Jv) and beskat baju – a tight-fitting short jacket (with high-,"closed collar, long sleeves, with two wide flaps folded over the ",preserve_hyphen,high-closed,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0154-l0071|p0154-l0072|of|pocket,biaya,biaya,154,roman,p0154-l0071,p0154-l0072,of,pocket,of- pocket,ofpocket,of-pocket,rect costs. – tak terduga unforeseen expenses. – talangan out-of-,"pocket expenses. – tambahan surcharge, additional charges; → ",preserve_hyphen,of-pocket,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0158-l0036|p0158-l0037|item|putih,bilang,bilang,158,italic,p0158-l0036,p0158-l0037,item,putih,item- putih,itemputih,item-putih,durian? Who says that I don’t like to eat durian? sonder – item-,"putih (coq) and sonder –.– (coq) without saying a word, with",preserve_hyphen,item-putih,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0161-l0064|p0161-l0065|non|rated,bintang,berbintang,161,roman,p0161-l0064,p0161-l0065,non,rated,non- rated,nonrated,non-rated,"6,000 rooms of quality-rated hotels and 5,000 rooms of non-",rated hotels. 4 to be born under the sign of. gadis Amérika yang ,preserve_hyphen,non-rated,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0163-l0012|p0163-l0013|per|bis,bis,bis,163,bold_italic,p0163-l0012,p0163-l0013,per,bis,per- bis,perbis,per-bis,Company (PPD). – kilat express bus. – kota city/local bus. per-,bis-kotaan city bus (mod). – kota jangkung the double-decker ,preserve_hyphen,per-bis,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0164-l0103|p0164-l0104|mesjid|mesjid,blanggur,blanggur,164,italic,p0164-l0103,p0164-l0104,mesjid,mesjid,mesjid- mesjid,mesjidmesjid,mesjid-mesjid,air. – boléh dibunyikan sebagai tanda berbuka puasa oléh mesjid-,mesjid. Fireworks may be exploded as a sign of breaking the fast ,preserve_hyphen,mesjid-mesjid,high,preserve_hyphen,approved,LLM draft: repeated/overlapping Indonesian form. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p0165-l0084|p0165-l0085|pintar|pintar,blo’on,blo’on,165,italic,p0165-l0084,p0165-l0085,pintar,pintar,pintar- pintar,pintarpintar,pintar-pintar,"blo’on and bloon (J) foolish, stupid. Wartawan sekarang pintar-","pintar, sedangkan wartawan dulu –. The reporters of today are ",preserve_hyphen,pintar-pintar,high,preserve_hyphen,approved,LLM draft: repeated/overlapping Indonesian form. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p0169-l0075|p0169-l0076|upside|down,bonang,bonang,169,roman,p0169-l0075,p0169-l0076,upside,down,upside- down,upsidedown,upside-down,bonang I (Jv) a musical instrument consisting of 10–14 upside-,down bronze kettles placed in 2 rows next to one another on a ,preserve_hyphen,upside-down,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0170-l0001|p0170-l0002|black|faced,bondol,bondol,170,roman,p0170-l0001,p0170-l0002,black,faced,black- faced,blackfaced,black-faced,"– hijau pin-tailed parrot finch, Erythrura prasina. – tuli black-","faced munia, Lonchura molucca.",preserve_hyphen,black-faced,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0178-l0071|p0178-l0072|high|minded,budi,budi,178,roman,p0178-l0071,p0178-l0072,high,minded,high- minded,highminded,high-minded,to do good. rendah – of low character. tinggi –nya he is high-,"minded/of high character. utang – debt of gratitude, moral ",preserve_hyphen,high-minded,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0179-l0132|p0179-l0133|open|ended,buka,terbuka,179,roman,p0179-l0132,p0179-l0133,open,ended,open- ended,openended,open-ended,"cretiveness, nondisclosure. 7 [Tbk] publicly traded. 8 (fin) open-","ended. keterbukaan 1 openness. candor, frankness, outspoken",preserve_hyphen,open-ended,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0182-l0110|p0182-l0111|pebulu|tangkis,bulu,bulu,182,bold_italic,p0182-l0110,p0182-l0111,pebulu,tangkis,pebulu- tangkis,pebulutangkis,pebulu-tangkis,kis badminton. pemain – tangkis badminton player. pebulu-,tangkis badminton player. perbulu-tangkisan badminton ,preserve_hyphen,pebulu-tangkis,low,preserve_hyphen,approved,LLM draft: bold headword morphology may intentionally retain a hard hyphen; review this row. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p0182-l0122|p0182-l0123|coarse|haired,bulu,berbulu,182,roman,p0182-l0122,p0182-l0123,coarse,haired,coarse- haired,coarsehaired,coarse-haired,many minds. ~ hati angry. ~ kapas fluffy. ~ kasap coarse-,haired. ~ mata melihat to feel disgusted at seeing s.t. ,preserve_hyphen,coarse-haired,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0183-l0010|p0183-l0011|ber|pembuluh,buluh,pembuluh,183,bold,p0183-l0010,p0183-l0011,ber,pembuluh,ber- pembuluh,berpembuluh,ber-pembuluh,"windpipe, trachea, respiratory tract. ~ rambut small artery. ber-","pembuluh to have an artery, etc.",preserve_hyphen,ber-pembuluh,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0183-l0104|p0183-l0105|to|earth,bumi,membumi,183,roman,p0183-l0104,p0183-l0105,to,earth,to- earth,toearth,to-earth,"stand with both one’s feet on the ground. 4 realistic, down-to-","earth. 5 (ob) to settle/remain to stay in a certain place, maintain ",preserve_hyphen,to-earth,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0184-l0080|p0184-l0081|half|moon,bunga,bunga,184,roman,p0184-l0080,p0184-l0081,half,moon,half- moon,halfmoon,half-moon,"flowers put around a grave, usu kemboja. – kuku lunula, the half-",moon at the base of nails. – kundai/kondé flowers in a hair-do. – ,preserve_hyphen,half-moon,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0188-l0056|p0188-l0057|scarlet|headed,burung,burung,188,roman,p0188-l0056,p0188-l0057,scarlet,headed,scarlet- headed,scarletheaded,scarlet-headed,"lied flower pecker, Dicaeum trigonostigma. – cabé scarlet-","headed flowerpecker, Dicaeum trochileum. – cenderawasih bird ",preserve_hyphen,scarlet-headed,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0189-l0104|p0189-l0105|membuta|tulikan,buta,buta,189,bold_italic,p0189-l0104,p0189-l0105,membuta,tulikan,membuta- tulikan,membutatulikan,membuta-tulikan,blind. b) ignorant. membuta tuli to act recklessly. membuta-,tulikan to pull the wool over s.o.’s eyes. – warna colorblind. – ,preserve_hyphen,membuta-tulikan,low,preserve_hyphen,approved,LLM draft: bold headword morphology may intentionally retain a hard hyphen; review this row. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p0197-l0066|p0197-l0067|in|training,calon,calon,197,roman,p0197-l0066,p0197-l0067,in,training,in- training,intraining,in-training,"province). – guru [cagu] prospective teacher, teacher-in-",training. – haji [calhaj] aspiring pilgrim to Mecca. – hakim ,preserve_hyphen,in-training,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0197-l0090|p0197-l0091|présidé|nkan,calon,calon,197,bold_italic,p0197-l0090,p0197-l0091,présidé,nkan,présidé- nkan,présidénkan,présidé-nkan,ident (of the Republic of Indonesia). mencalon-wakil-présidé-,nkan [mencawapréskan] to nominate for vice president.,remove_hyphen,présidénkan,low,remove_hyphen,approved,LLM draft: a short unattested fragment in a bold form looks like a syllabic line break; review this morphology. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p0201-l0025|p0201-l0026|hand|baggage,cangking,cangkingan,201,roman,p0201-l0025,p0201-l0026,hand,baggage,hand- baggage,handbaggage,hand-baggage,"	 cangkingan hand-, portable; → JINJINGAN. barang-barang ~ hand-","baggage, portable articles. générator ~ portable generator. peda-",preserve_hyphen,hand-baggage,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0203-l0043|p0203-l0044|ankle|guard,caping,caping,203,roman,p0203-l0043,p0203-l0044,ankle,guard,ankle- guard,ankleguard,ankle-guard,as cover for a girl’s pubic area; scutcheon (over keyhole); ankle-,guard (of soccer players). memecah – (Med) (formerly) to marry ,preserve_hyphen,ankle-guard,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
